system.index,id,mean_prediction,median_prediction,sampling_year,soc_stock_tha,longitude,latitude
00000000000000000fab,ctb0033-RO3906,3274,3173,1996,13,-61.96083225,-11.62527777
00000000000000000fb1,ctb0033-RO3912,3174,3095,1996,13,-61.88444339,-11.78139089
00000000000000000fb9,ctb0033-RO3920,4093,4015,1996,13,-62.08583423,-11.94416592
652,ctb0033-RO0663G,3556,3504,1996,14,-62.79258391,-11.03339899
0000000000000000066a,ctb0033-RO1025,3305,3232,1996,14,-63.80749761,-12.17527667
0000000000000000066c,ctb0033-RO1027,3474,3382,1996,14,-63.54388893,-11.84388965
000000000000000006a0,ctb0033-RO1079,3330,3231,1996,14,-63.851665,-12.15333343
000000000000000006a5,ctb0033-RO1086,3442,3281,1996,14,-63.96166657,-12.14222135
000000000000000006c1,ctb0033-RO1120,3245,3159,1996,14,-63.14638682,-11.75388716
6.00E+04,ctb0033-RO1214,3560,3422,1996,14,-63.18916744,-11.76277861
706,ctb0033-RO1249,4299,3517,1996,14,-63.12861285,-12.20055531
0000000000000000074e,ctb0033-RO1371,0,0,1996,14,-63.4277784,-10.04027692
767,ctb0033-RO1515,3573,3438,1996,14,-60.46972224,-12.89749943
776,ctb0033-RO1531,3392,3344,1996,14,-60.96333134,-12.7191666
0000000000000000077f,ctb0033-RO1540,3337,3308,1996,14,-60.94027779,-12.41666564
0000000000000000078f,ctb0033-RO1556,4364,4213,1996,14,-59.86805573,-12.41777596
0000000000000000079f,ctb0033-RO1572,3480,3405,1996,14,-60.40388807,-12.94472131
000000000000000007aa,ctb0033-RO1583,3426,3344,1996,14,-60.44555391,-13.00000078
000000000000000007b6,ctb0033-RO1594,0,0,1996,14,-60.6977785,-12.20638781
000000000000000007d0,ctb0033-RO1621,3918,3791,1996,14,-60.73027643,-12.98500037
000000000000000008b3,ctb0033-RO1851,3828,3762,1996,14,-61.15805583,-13.00027725
8.00E+06,ctb0033-RO2004,3398,3311,1996,14,-65.2694451,-10.74194322
930,ctb0033-RO2078,3221,3161,1996,14,-65.23833395,-10.17583359
000000000000000009a4,ctb0033-RO2193,3388,3303,1996,14,-64.90666602,-10.83888854
00000000000000000a08,ctb0033-RO2292,4083,4054,1996,14,-61.71777557,-12.44888711
00000000000000000a17,ctb0033-RO2307,3591,3406,1996,14,-61.88083152,-12.47305544
00000000000000000a56,ctb0033-RO2370,3982,3900,1996,14,-63.22111244,-8.918331421
00000000000000000a6d,ctb0033-RO2393,3539,3448,1996,14,-63.57861195,-8.624721912
00000000000000000a6e,ctb0033-RO2394,3947,3854,1996,14,-63.67999853,-8.595831396
00000000000000000a77,ctb0033-RO2403,4860,4277,1996,14,-62.04694641,-12.24111083
00000000000000000af9,ctb0033-RO2533,3399,3342,1996,14,-61.38166637,-12.90138776
00000000000000000b49,ctb0033-RO2614,3348,3285,1996,14,-61.28333427,-12.08666541
00000000000000000b4c,ctb0033-RO2617,3920,3826,1996,14,-61.41833356,-12.09527593
00000000000000000b55,ctb0033-RO2626,4172,3983,1996,14,-62.55833396,-13.05444641
00000000000000000b56,ctb0033-RO2627,3755,3598,1996,14,-62.55944427,-13.04611235
00000000000000000bea,ctb0033-RO2869,3409,3290,1996,14,-60.67777943,-11.78472184
00000000000000000c0d,ctb0033-RO2922,3744,3721,1996,14,-65.29222219,-9.810276486
00000000000000000c65,ctb0033-RO3010,5564,3516,1996,14,-62.89500054,-12.35555366
00000000000000000c79,ctb0033-RO3030,3528,3408,1996,14,-62.6155576,-12.09111113
00000000000000000cf9,ctb0033-RO3158,4168,4064,1996,14,-60.95083248,-11.20055731
00000000000000000d1a,ctb0033-RO3191,5146,5074,1996,14,-60.2716668,-11.45666578
00000000000000000d3c,ctb0033-RO3231,3785,3694,1996,14,-62.07527954,-9.082778609
00000000000000000dce,ctb0033-RO3377,3153,3081,1996,14,-61.53722211,-11.68972069
0.00E+00,ctb0033-RO3500,3298,3187,1996,14,-62.18972237,-10.76305707
0.00E+00,ctb0033-RO3528,3382,3335,1996,14,-62.05361277,-10.48805539
00000000000000000ea9,ctb0033-RO3605,4907,4100,1996,14,-62.82333387,-10.9611125
